-0.601087	-0.231018
-0.808144	-0.351438
-0.810537	-0.385157
-0.801649	-0.480917
-0.68379	-0.479839
-0.64162	-0.388598
-0.678856	-0.354195
-0.729846	-0.276244
-0.61074	-0.403101
-0.740413	-0.471994
-0.544615	-0.498273
-0.668146	-0.291147
-0.592016	-0.146374
-0.486515	-0.262033
-0.352586	-0.205601
0.175227	0.120816
0.230076	0.420863
0.24998	0.192984
0.349036	0.271523
0.0562601	0.444555
-0.0611884	0.406383
-0.30454	0.387852
-0.254606	0.358772
-0.205511	0.214131
-0.282881	0.151068
-0.485109	0.156142
-0.662626	0.0908755
-0.686811	0.0283215
-0.877346	0.205018
-0.911215	0.422076
-1.12234	0.373166
-1.16374	0.00714043
-1.21604	-0.132314
-1.2108	-0.25553
-1.27581	-0.225439
-1.24238	-0.292472
-1.20391	-0.28479
-1.19674	-0.196269
-1.15424	-0.195574
-1.03361	-0.201047
-1.10535	-0.111301
-1.20545	0.209514
-1.06721	0.551751
-0.995582	0.590959
-0.86829	0.57352
-0.793687	0.657294
-0.843813	0.683234
-0.745297	0.680834
-0.586984	0.686893
-0.409409	0.740055
-0.147512	0.696744
0.0429908	0.592925
0.242281	0.398758
0.0897036	0.253144
-0.261149	0.356112
-0.332412	-0.0436344
-0.594994	0.0126871
-0.670289	-0.0238517
-0.748327	0.0438132
-0.721058	0.0677742
-0.645031	0.0747538
-0.60911	0.141015
-0.520623	0.209148
-0.197084	0.0635924
0.277349	0.065187
0.627519	-0.0163293
0.459885	0.0740481
0.250675	-0.0742971
0.292841	0.131103
0.105169	0.124316
0.152812	0.0431073
0.0980235	0.0962209
0.203764	0.191909
0.11106	0.366179
-0.0985585	0.58682
-0.431983	0.724174
-0.609355	0.686957
-0.299269	0.390086
-0.104844	0.212229
-0.289764	0.206548
-0.384598	0.216537
-0.424284	0.131671
-0.477932	0.118328
-0.434953	0.140622
-0.458717	0.0583825
-0.623326	0.0243186
-0.669234	0.18421
-0.71112	0.457908
-0.700022	0.588154
-0.628511	0.6451
-0.605179	0.737688
-0.681697	0.922075
-0.602145	0.899777
-0.570285	0.713891
-0.542419	0.616363
-0.313301	0.487287
0.165003	0.242095
0.271829	0.184382
0.358343	0.0290529
0.46699	-0.065205
0.530166	-0.0911891
0.426293	0.290643
0.417388	0.265735
0.160994	0.401653
0.219139	0.37672
-0.214832	0.377115
-0.192109	0.22698
-0.255546	0.210094
-0.256794	0.232067
-0.0502832	0.0189533
-0.030928	0.340254
0.222947	0.403669
0.297776	0.437766
0.530495	0.279404
0.557568	-0.0314076
0.299852	-0.0101639
0.247125	0.163059
-0.0231448	0.258429
0.0701801	0.410043
0.23375	0.784696
0.03337	0.960497
-0.0142694	1.12828
0.024719	1.19381
0.0401686	1.30636
-0.131021	1.31424
-0.274096	1.27958
-0.595373	0.905427
-0.123858	0.160006
-0.217339	0.171793
-0.471303	0.177168
-0.553284	0.155773
-0.554021	0.111178
-0.593937	0.126837
-0.556439	0.058621
-0.589764	0.0690823
-0.495273	0.555606
-0.0167385	0.866562
0.238316	0.790975
0.358544	0.730016
0.439406	0.696465
0.525252	0.640461
0.652891	0.575508
0.675264	0.558006
0.720028	0.636095
0.670429	0.72795
0.433128	0.921961
0.309315	0.959922
0.306995	0.694618
0.0112691	0.354424
-0.123151	0.263712
-0.437794	0.0340146
-0.569898	-0.00926205
-0.571867	-0.235224
-0.741711	-0.291323
-0.66125	-0.0973345
-0.464147	-0.00137195
-0.729109	-0.117437
-0.826603	-0.107079
-0.591424	-0.0751668
-0.68681	-0.0939412
-0.729264	-0.0663885
-0.697865	-0.159697
-0.895925	-0.0573106
-0.74	-0.0526635
-0.706554	0.0426424
-0.743314	0.06825
-0.763855	0.210481
-0.712577	0.108292
-0.809575	0.178374
-0.669487	0.271231
-0.860574	0.416644
-1.00533	0.464908
-0.89604	0.0422279
-1.03774	-0.31418
-0.70335	-0.205291
-0.562089	-0.159298
-0.696841	-0.430786
-0.636336	-0.289545
-0.625209	-0.175764
-0.198728	0.277294
-0.0368892	0.221125
0.0796334	0.465635
0.14591	0.472863
0.0221243	0.42083
0.213334	0.373342
-0.0044609	0.293746
-1.3867	0.32576
-0.802152	0.64634
-0.911141	0.746075
-1.00382	0.455481
-1.16451	0.270799
-1.19485	0.172917
-1.18981	0.237133
-1.20231	0.406531
-1.01931	0.443767
-0.849133	0.651313
-0.678332	0.802114
-0.471083	0.847914
-0.259458	0.948403
-0.1048	0.987989
-0.0376945	0.992507
-0.0688021	0.999771
-0.276382	1.11982
-0.469445	0.949227
-0.343536	0.728389
-0.456398	0.276488
-0.498344	0.690926
-0.646101	0.662388
-0.783862	0.531947
-0.876354	0.437334
-0.841681	0.325017
-0.802501	0.183202
-0.69788	0.159731
-0.646615	0.135545
-0.579017	0.149735
-0.515704	0.156955
-0.554449	0.227091
-0.710438	0.348788
-0.84648	0.471388
-0.699135	0.505263
-0.723099	0.604385
-0.76422	0.780999
-0.648126	0.769367
-0.666322	0.780288
-0.717775	0.698362
-0.744412	0.715239
-0.58159	0.719308
-0.389932	0.864278
-0.391768	0.844042
-0.502143	0.767453
-0.747353	0.679477
-0.623203	0.653028
-0.582346	0.668019
-0.483379	0.383903
-0.55973	0.307004
-0.627426	0.387461
-0.598517	-0.0996599
-0.888477	0.0312435
-0.665558	-0.152588
-0.87966	-0.187743
-0.85235	-0.300117
-0.818828	-0.321976
-0.845373	-0.231321
-0.821696	-0.249352
-0.803308	-0.155447
-0.753815	-0.454004
-0.703361	-0.191048
-0.808766	-0.171419
-0.741826	-0.369726
-0.639894	-0.46454
0.019666	-0.140718
0.242621	0.278223
0.230083	0.219577
0.10381	0.362853
-0.131164	-0.00272349
-0.142659	0.075026
-0.0799298	0.423306
-0.14924	0.464174
-0.520475	0.425068
-0.315928	0.289699
-0.028405	0.133885
0.281151	0.166237
0.283907	0.101381
0.0879569	0.336846
-0.0818255	0.442599
-0.182098	0.329643
-0.188275	0.338373
-0.119357	0.322357
-0.198909	0.422843
-0.0741903	0.363535
-0.162904	0.330123
-0.163585	0.362523
-0.0973623	0.497624
0.00416822	0.214443
-0.046874	0.144609
-0.411083	0.46952
-0.863224	0.610937
-1.02164	0.595477
-1.18513	0.572036
-0.994167	0.651611
-0.667461	0.33082
-1.26464	0.2723
-1.41086	0.127882
-1.36751	0.114946
-1.43518	0.157576
-1.32285	0.120442
-1.29875	0.153197
-1.17841	0.161102
-1.00491	0.0898175
-0.761946	0.0544238
-0.701711	0.256158
-0.883325	0.45527
-0.669239	0.449492
-0.605422	0.431895
-0.611197	0.374732
-0.629672	0.409078
-0.529997	0.43004
-0.408131	0.506816
-0.363349	0.428768
-0.144862	0.342508
0.00926044	0.390493
-0.112858	0.396597
-0.238177	0.0318695
-0.490713	0.0208681
-0.7773	-0.0517265
-0.614862	-0.216974
-0.65852	-0.101124
-0.719928	0.00951274
-0.58606	0.229436
-1.00231	0.429467
-1.13819	0.421387
-1.05997	0.363852
-1.03991	0.343957
-0.991172	0.313307
-0.912041	0.371489
-0.735615	0.397173
-0.45382	0.425872
-0.444002	0.611709
-0.103274	0.76042
-0.128997	0.55375
-0.108283	0.450426
-0.00208348	0.231218
-0.0447021	0.245597
-0.181323	0.0291711
-0.384238	0.274973
-0.443355	0.273907
-0.405313	0.105452
-0.441527	0.113729
-0.53285	0.18349
-0.326069	-0.0180338
-0.285953	0.198711
-0.182477	0.821146
0.211989	0.897
0.455474	0.714458
0.452955	0.729592
0.53259	0.735239
0.196124	0.924208
-0.0746864	1.02862
0.198217	0.59871
0.070648	0.308625
-0.349461	0.387685
-0.372222	0.0914346
-0.326966	0.00154077
-0.374419	0.162032
-0.429892	-0.177636
-0.501566	-0.171175
-0.738992	-0.220016
-0.543815	-0.204471
-0.523202	-0.281815
-1.12073	0.361638
-1.04781	0.547184
-0.66244	0.430621
-0.671891	0.109281
-0.67247	0.0236035
-0.617041	-0.0275936
-0.429566	-0.0892942
-0.525448	0.00378726
-0.634162	-0.209499
-0.533956	-0.233961
-0.0252443	0.161714
0.416943	0.637264
0.58429	0.787639
0.794703	0.821
0.777886	0.68751
0.765235	0.922348
0.404905	1.3639
-0.205362	1.43277
-0.488097	1.23262
-0.667347	0.912494
-0.500441	0.442164
-0.317376	0.20697
-0.0345579	0.0415044
0.190075	0.0700528
0.00234344	0.41485
0.145894	0.587393
0.133603	0.403412
-0.00472092	0.37636
-0.108881	0.466247
-0.0963687	0.460318
-0.0896897	0.436615
0.0272391	0.287735
-0.347737	0.132256
-0.262173	-0.123109
-0.530816	0.0109826
-0.797603	0.238451
-1.28884	0.611437
-1.08427	0.737208
-0.865857	0.548924
-1.09084	0.260575
-1.32607	0.0328803
-1.32734	-0.163454
-1.30885	-0.197859
-1.34743	-0.179375
-1.29157	-0.168637
-1.29804	-0.0778484
-1.23052	-0.0296545
-1.02842	-0.0316032
-0.68067	0.111902
-0.698311	0.301285
-0.613686	0.404884
-0.683424	0.453985
-0.576028	0.43753
-0.262951	0.257543
-0.281128	0.322824
0.093316	0.237668
-0.433045	0.190118
-0.839644	-0.00569457
-0.375439	0.244802
-0.411107	0.0155876
-0.430387	0.0771639
